OBI ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	Term Editor	Definition Source
OBI:0002098	on rate|binding assay|M^-1s^-1	assay measuring the on rate [kon] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the on rate.	subclass	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									count per molar second	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0002099	off rate|binding assay|1/s	assay measuring the off rate [koff] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the off rate.	subclass	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									hertz	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0002100	association constant KA|binding assay|1/nM	assay measuring the association constant [KA] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the association constant KA.	subclass	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0002101	3D structure|small-angle scattering assay	small-angle scattering assay determining the 3D structure of a B cell epitope:antibody complex	A B cell epitope 3D structure determination assay that uses a small-angle scattering assay.	equivalent	3D structure determining assay of a 3D B cell epitope:antibody complex	small-angle scattering assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0002102	on rate|bio-layer interferometry assay|M^-1s^-1	bio-layer interferometry assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope assay that measures the on rate using a bio-layer interferometry assay.	subclass	assay measuring the on rate [kon] of a B cell epitope:antibody complex	bio-layer interferometry assay								count per molar second	IEDB	IEDB
OBI:0002103	off rate|bio-layer interferometry assay|1/s	bio-layer interferometry assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope assay that measures the off rate using a bio-layer interferometry assay.	subclass	assay measuring the off rate [koff] of a B cell epitope:antibody complex	bio-layer interferometry assay								hertz	IEDB	IEDB
OBI:0002104	qualitative binding|bio-layer interferometry assay	bio-layer interferometry assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a bio-layer interferometry assay.	subclass	assay measuring qualitiative binding of a B cell epitope:antibody complex	bio-layer interferometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0002105	dissociation constant KD|bio-layer interferometry assay|nM	bio-layer interferometry assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a bio-layer interferometry assay.	subclass	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	bio-layer interferometry assay								nanomolar	IEDB	IEDB
OBI:1110013	IL-2 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-2 production by T cells	An assay of epitope specific interleukin-2 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-2 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110037	T cell binding|any method	assay measuring binding of a T cell epitope:MHC:TCR complex	An immune epitope assay that detects T cell epitope recognition.	equivalent	immune epitope assay					('MHC:epitope complex binding to TCR' or ('process is result of' some 'MHC:epitope complex binding to TCR'))					IEDB	IEDB
OBI:1110059	IFNg release|ELISPOT	ELISPOT assay measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110124	qualitative binding|binding assay	assay measuring qualitiative binding of a T cell epitope:MHC:TCR complex	A T cell epitope recognition assay that qualitatively detects MHC:epitope complex binding to TCR.	equivalent	assay measuring binding of a T cell epitope:MHC:TCR complex					MHC:epitope complex binding to TCR					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110125	ligand presentation|any method	assay measuring MHC ligand processing and presentation	A MHC ligand assay that determines what ligands are processed and loaded onto MHC molecules by eluting ligands and identifying them.	equivalent	MHC ligand assay				cell	('MHC protein complex binding to ligand' and ('process is result of' some 'antigen processing and presentation'))					IEDB	IEDB
OBI:1110126	MHC binding|binding assay	assay measuring binding of a MHC:ligand complex	A MHC ligand assay that detects the binding of a ligand to an MHC molecule.	equivalent	MHC ligand assay					('MHC protein complex binding to ligand' and (not ('process is result of' some 'antigen processing and presentation')))					IEDB	IEDB
OBI:1110127	antibody binding|any method	assay measuring binding of a B cell epitope:antibody complex	An immune epitope assay that detects B cell epitope recognition.	equivalent	immune epitope assay					('immunoglobulin binding to epitope' or ('process is result of' some 'immunoglobulin binding to epitope'))					IEDB	IEDB
OBI:1110128	immune epitope assay	immune epitope assay	An assay that detects the binding of an epitope to an adaptive immune receptor or a immune response process resulting from such a binding event	subclass	assay										IEDB	IEDB
OBI:1110129	cytokine release|biological activity	biological activity assay measuring epitope specific cytokine production by T cells	A T cell epitope dependent biological activity assay that detects cytokine production.	subclass	assay measuring T cell epitope specific biological activity					cytokine production					IEDB	IEDB
OBI:1110130	cytotoxicity|biological activity	biological activity assay measuring epitope specific T cell killing	A T cell epitope dependent biological activity assay that detects the killing of an antigen presenting cell (APC) by a T cell whose TCR recognizes an epitope presented by the APC.	equivalent	assay measuring T cell epitope specific biological activity	cell-cell killing assay				T cell mediated cytotoxicity					IEDB	IEDB
OBI:1110131	proliferation|biological activity	biological activity assay measuring epitope specific proliferation of T cells	A T cell epitope dependent biological activity assay that detects T cell proliferation.	equivalent	assay measuring T cell epitope specific biological activity	cell proliferation assay				T cell proliferation					"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110150	cytotoxicity|51 chromium	51 chromium assay measuring epitope specific T cell killing	A T cell epitope specific killing assay performed in vitro that uses a chromium release assay.	equivalent	in vitro assay measuring epitope specific T cell killing	chromium release assay									IEDB	IEDB
OBI:1110151	IFNg release|ELISA	ELISA measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110152	IL-2 release|ELISA	ELISA measuring epitope specific interleukin-2 production by T cells	An assay of epitope specific interleukin-2 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-2 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110153	IL-4 release|ELISA	ELISA measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110154	IL-5 release|ELISA	ELISA measuring epitope specific interleukin-5 production by T cells	An assay of epitope specific interleukin-5 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-5 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:1110155	TNFa release|ELISA	ELISA measuring epitope specific tumor necrosis factor production by T cells	A T cell epitope specific tumor necrosis factor production assay that uses an ELISA.	equivalent	biological activity assay measuring epitope specific tumor necrosis factor production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
